-2.236067977499789450e+01,-5.601350283636974382e+03,-3.905078687584754789e+03,-6.614289077444377085e+01,-4.418470323539578004e+01,-4.391637507809579688e+01,-4.377335617025499960e+04,-1.198532435939888074e+01,-1.100145444929897209e+01,-6.747111515307866512e+02,-1.154797178683242294e+02,-2.341082957667348694e+02
0.000000000000000000e+00,3.227479666860815087e+03,8.524081792221124942e+01,4.670827257189999471e-01,5.019396455487814546e-01,-1.137110184669088558e-01,2.263375994279971337e+01,-5.917930388877633285e-02,-8.560859510193021826e-01,-3.547659840452201813e-02,-2.872903720563261487e+00,-8.427494892269871141e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.665868991355654543e+03,1.632795388035786832e+00,5.626836834430546525e-02,-1.026679407149602152e+00,4.487020945457770438e+01,7.891028844098368911e-03,-1.280915776678821782e-01,1.336587426266071610e+01,2.104097673347661068e+00,-1.167760912897527703e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.214395453188895146e+01,1.052462976717820187e+00,-2.169449887230576191e-01,-2.264339597459604292e+01,-1.950835635000041923e-01,-1.537150723571479582e-01,1.764416281712329493e+01,8.791987526076293358e-02,-5.669453045700736382e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.828521840573932877e+01,7.158146814324652940e-01,1.010686418314535828e+01,4.010573560471196730e-01,2.459532883173588536e-01,-1.338698273234390435e+01,8.176449576595890001e-01,9.942956151423347322e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.788087087960001398e+01,-3.933622806308136433e+01,-3.534485045731102781e-01,5.358944843509853007e-01,1.995088254564977603e+01,-1.344335256349348473e+00,-3.258056858269458900e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.898643923429165170e+02,-1.932070833336093502e-02,-6.790361047430627517e-01,-1.192429954490568322e+00,5.030196984377974800e-01,-1.658092283093871577e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.113661671275940890e+01,9.749809201840899942e-01,8.431641973043033644e+00,-1.134526787641402024e+00,-4.478108890940798226e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.106506788610303005e+01,-1.912366951035662455e+00,5.732440065703110044e+00,-1.387135839708711238e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.565160365769532405e+02,-1.811353451390001812e+00,-5.925049503771971260e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.332621815680305133e+01,8.020370621704818959e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.224311895842978402e+02
